Customer ID,Item_Purchased,Category,Purchase_Amount (USD),Size,Color
95,Skirt,Clothing,76,S,Silver
96,Sneakers,Footwear,100,L,Pink
97,Gloves,Accessories,73,S,Gold
98,Shoes,Footwear,92,M,Teal
99,Jeans,Clothing,67,XL,Teal
100,Hoodie,Clothing,40,XL,Indigo
101,Sunglasses,Accessories,98,M,Maroon
102,Coat,Outerwear,85,XL,White
103,Socks,Clothing,67,L,Violet
104,Boots,Footwear,89,L,Red
105,Sunglasses,Accessories,24,L,Pink
106,Backpack,Accessories,96,M,Charcoal
107,Jacket,Outerwear,35,L,White
108,Sneakers,Footwear,67,L,Olive
109,Socks,Clothing,79,L,Purple
110,T-shirt,Clothing,85,M,Violet
111,Backpack,Accessories,26,M,Black
112,Belt,Accessories,75,L,Purple
113,Gloves,Accessories,65,M,Red
114,Hat,Accessories,54,L,Maroon
115,Coat,Outerwear,95,S,Blue
116,Skirt,Clothing,94,M,Gray
117,Shoes,Footwear,86,S,Blue
118,Sandals,Footwear,32,L,Yellow
119,Sweater,Clothing,45,L,Orange
120,Coat,Outerwear,76,M,Orange
121,Hat,Accessories,84,L,Red
122,Shorts,Clothing,72,M,Olive
123,Backpack,Accessories,40,L,Brown
124,Sweater,Clothing,89,L,Brown
125,Sweater,Clothing,86,M,Gray
126,Shorts,Clothing,54,M,Indigo
127,Shorts,Clothing,36,L,Pink
128,Sweater,Clothing,89,M,Gray
129,Scarf,Accessories,32,M,Gold
130,Dress,Clothing,67,XL,Olive
131,Scarf,Accessories,39,L,Violet
132,Skirt,Clothing,29,L,Indigo
133,Backpack,Accessories,58,M,Orange
134,Sweater,Clothing,65,M,Violet
135,Hat,Accessories,94,L,Gray
136,Sandals,Footwear,81,M,Purple
137,Blouse,Clothing,86,M,White
138,Sneakers,Footwear,43,M,Turquoise
139,Skirt,Clothing,29,M,Maroon
140,Coat,Outerwear,95,M,White
141,Shirt,Clothing,28,L,Yellow
142,Gloves,Accessories,46,M,Turquoise
143,Jacket,Outerwear,58,L,Violet
144,Coat,Outerwear,48,M,Beige
145,Shoes,Footwear,43,M,Silver
146,Jewelry,Accessories,95,M,Teal
147,Skirt,Clothing,30,S,Black
148,Shoes,Footwear,64,M,Purple
149,Gloves,Accessories,90,M,Gray
150,Pants,Clothing,76,M,White
151,Boots,Footwear,96,L,Cyan
152,Sunglasses,Accessories,47,L,Turquoise
153,Shirt,Clothing,85,S,Brown
154,Hoodie,Clothing,55,M,Maroon
155,Dress,Clothing,98,M,Charcoal
156,Socks,Clothing,77,S,Olive
157,Shorts,Clothing,26,M,Lavender
158,Hat,Accessories,68,S,Yellow
159,Shirt,Clothing,73,XL,Teal
160,Gloves,Accessories,27,M,Charcoal
161,Gloves,Accessories,23,M,Orange
162,Backpack,Accessories,49,M,Olive
163,Sunglasses,Accessories,74,M,Turquoise
164,Skirt,Clothing,67,M,Purple
165,Handbag,Accessories,65,S,Purple
166,Handbag,Accessories,60,S,Yellow
167,Sneakers,Footwear,31,XL,Indigo
168,Gloves,Accessories,27,M,Green
169,Shoes,Footwear,80,M,Magenta
170,Jacket,Outerwear,30,S,Gold
171,Shirt,Clothing,25,M,Maroon
172,Shorts,Clothing,35,M,Blue
173,Jewelry,Accessories,67,M,Violet
174,Hat,Accessories,46,M,Turquoise
175,Shoes,Footwear,35,L,Brown
176,Coat,Outerwear,86,L,Violet
177,Backpack,Accessories,81,L,Black
178,Hoodie,Clothing,42,L,Magenta
179,Skirt,Clothing,43,L,Lavender
180,Boots,Footwear,31,M,Violet
181,Sandals,Footwear,81,L,Green
182,Pants,Clothing,61,M,Beige
183,Gloves,Accessories,96,XL,Purple
184,Skirt,Clothing,29,XL,Beige
185,Sneakers,Footwear,33,L,Cyan
186,T-shirt,Clothing,32,XL,Silver
187,Backpack,Accessories,56,S,Lavender
188,Shoes,Footwear,94,S,Purple
189,Hoodie,Clothing,53,M,Pink
190,Blouse,Clothing,82,M,Maroon
191,Coat,Outerwear,70,XL,Beige
192,Hat,Accessories,76,M,Gray
193,Shoes,Footwear,29,L,Turquoise
194,Belt,Accessories,100,S,Silver
195,Backpack,Accessories,94,M,Olive
196,Jacket,Outerwear,25,M,Magenta
197,Boots,Footwear,88,M,Lavender
198,Scarf,Accessories,78,M,Black
199,Jewelry,Accessories,45,M,Turquoise
200,Hat,Accessories,73,XL,Green
201,Dress,Clothing,61,S,Teal
202,Blouse,Clothing,22,S,Beige
203,Hat,Accessories,38,L,Magenta
204,Scarf,Accessories,38,S,Yellow
205,Sneakers,Footwear,100,M,Yellow
206,Shirt,Clothing,64,M,Silver
207,T-shirt,Clothing,55,L,Silver
208,Gloves,Accessories,91,M,Silver
209,Skirt,Clothing,38,M,Gold
210,Sandals,Footwear,97,S,Olive
211,Jacket,Outerwear,22,L,Teal
212,Skirt,Clothing,92,L,Maroon
213,Handbag,Accessories,84,L,Blue
214,Handbag,Accessories,93,L,Peach
215,Jacket,Outerwear,50,L,Blue
216,Scarf,Accessories,64,S,Orange
217,Shorts,Clothing,61,L,Yellow
218,Sunglasses,Accessories,48,M,Purple
219,T-shirt,Clothing,45,S,Magenta
220,Belt,Accessories,88,M,Cyan
221,Sneakers,Footwear,57,S,Indigo
222,Hat,Accessories,68,XL,Magenta
223,Gloves,Accessories,94,XL,Gray
224,Pants,Clothing,41,M,Turquoise
225,Socks,Clothing,83,S,Beige
226,Jacket,Outerwear,22,M,Olive
227,Shoes,Footwear,74,L,Violet
228,Jeans,Clothing,90,M,Turquoise
229,Socks,Clothing,79,M,White
230,Sandals,Footwear,28,S,Silver
231,Scarf,Accessories,88,L,Olive
232,Blouse,Clothing,26,M,Blue
233,Jewelry,Accessories,27,L,Purple
234,Sweater,Clothing,83,XL,Yellow
235,Gloves,Accessories,39,S,Silver
236,Sunglasses,Accessories,89,M,Cyan
237,Coat,Outerwear,68,L,Green
238,Dress,Clothing,90,M,Beige
239,Skirt,Clothing,34,M,Peach
240,Pants,Clothing,51,L,Yellow
241,Sweater,Clothing,45,XL,Turquoise
242,Hoodie,Clothing,88,M,Peach
243,Coat,Outerwear,85,L,Gray
244,Jewelry,Accessories,100,M,Olive
245,Belt,Accessories,42,S,Indigo
246,Sandals,Footwear,53,L,Charcoal
247,Sunglasses,Accessories,86,XL,Beige
248,Sweater,Clothing,66,XL,Brown
249,Belt,Accessories,100,M,Blue
250,Handbag,Accessories,47,S,Teal
251,Skirt,Clothing,25,L,Black
252,Handbag,Accessories,51,XL,Gold
253,Shorts,Clothing,41,M,Violet
254,Boots,Footwear,73,L,Cyan
255,Sunglasses,Accessories,42,M,White
256,Scarf,Accessories,20,M,Charcoal
257,Jewelry,Accessories,30,XL,Violet
258,Handbag,Accessories,53,M,Red
259,Gloves,Accessories,74,S,Lavender
260,Jeans,Clothing,57,M,Gold
261,Hat,Accessories,57,S,Red
262,Jeans,Clothing,77,L,Magenta
263,Pants,Clothing,40,M,Teal
264,Shorts,Clothing,46,M,Purple
265,Pants,Clothing,78,S,Charcoal
266,Backpack,Accessories,59,M,Gray
267,Jewelry,Accessories,75,L,White
268,Sweater,Clothing,54,M,Olive
269,Shoes,Footwear,42,M,Charcoal
270,Blouse,Clothing,44,M,Charcoal
271,Jeans,Clothing,52,XL,Orange
272,Sunglasses,Accessories,69,XL,Yellow
273,Jewelry,Accessories,26,M,Beige
274,Coat,Outerwear,33,S,Silver
275,Jewelry,Accessories,32,M,Indigo
276,Backpack,Accessories,85,XL,Lavender
277,Skirt,Clothing,30,XL,Turquoise
278,Shirt,Clothing,29,M,Green
279,Sweater,Clothing,95,M,Orange
280,Sneakers,Footwear,69,L,Turquoise
281,Sandals,Footwear,69,S,Cyan
282,Belt,Accessories,61,XL,Charcoal
283,Skirt,Clothing,94,M,Teal
284,Sweater,Clothing,30,S,Maroon
285,Skirt,Clothing,45,M,Red
286,Handbag,Accessories,39,XL,Yellow
287,Jewelry,Accessories,51,L,Gray
288,Scarf,Accessories,37,L,Blue
289,T-shirt,Clothing,62,M,Lavender
290,Coat,Outerwear,85,M,Yellow
291,T-shirt,Clothing,33,M,Indigo
292,Dress,Clothing,26,XL,Violet
293,Shoes,Footwear,99,M,Green
294,Handbag,Accessories,39,M,White
295,Skirt,Clothing,20,M,Gold
296,Sunglasses,Accessories,42,M,Indigo
297,Sandals,Footwear,74,S,Lavender
298,Shoes,Footwear,26,XL,Purple
299,T-shirt,Clothing,53,M,Lavender
300,Sneakers,Footwear,80,M,Maroon
301,Hat,Accessories,98,M,Teal
302,Skirt,Clothing,95,M,Green
303,Sweater,Clothing,44,L,Olive
304,Sandals,Footwear,60,M,Turquoise
305,Dress,Clothing,84,M,Green
306,Sweater,Clothing,59,M,Teal
307,Jacket,Outerwear,49,S,White
308,Gloves,Accessories,32,M,Orange
309,Handbag,Accessories,29,M,Beige
310,Dress,Clothing,22,M,Yellow
311,Pants,Clothing,85,M,Charcoal
312,Jeans,Clothing,52,L,Silver
313,Pants,Clothing,89,L,Green
314,Dress,Clothing,77,M,Pink
315,Pants,Clothing,24,M,Purple
316,Jewelry,Accessories,24,XL,Orange
317,Handbag,Accessories,22,M,Charcoal
318,Sweater,Clothing,82,L,Teal
319,Backpack,Accessories,67,M,Beige
320,Shorts,Clothing,74,XL,White
321,Jewelry,Accessories,72,L,White
322,Sneakers,Footwear,36,L,Orange
323,Belt,Accessories,95,S,Cyan
324,Hoodie,Clothing,78,M,Orange
325,Shirt,Clothing,82,M,Olive
326,Pants,Clothing,70,M,Charcoal
327,Scarf,Accessories,41,M,White
328,Coat,Outerwear,42,M,Teal
329,Coat,Outerwear,50,M,Yellow
330,Socks,Clothing,31,S,White
331,Sweater,Clothing,51,M,Beige
332,Shirt,Clothing,98,L,Beige
333,Shirt,Clothing,86,M,Maroon
334,Sweater,Clothing,64,M,Teal
335,Blouse,Clothing,46,M,Lavender
336,Sweater,Clothing,85,L,Maroon
337,Hat,Accessories,81,S,Orange
338,Sweater,Clothing,59,M,Cyan
339,Hoodie,Clothing,79,M,Silver
340,Shorts,Clothing,33,M,Teal
341,Shorts,Clothing,47,L,Blue
342,Hat,Accessories,20,S,Blue
343,Coat,Outerwear,36,M,Olive
344,Sandals,Footwear,39,M,Purple
345,Skirt,Clothing,71,M,Charcoal
346,Shoes,Footwear,59,S,Olive
347,Jeans,Clothing,50,L,Violet
348,Sandals,Footwear,41,L,Red
349,Blouse,Clothing,59,M,Beige
350,Hat,Accessories,87,M,Green
351,Sweater,Clothing,68,M,Violet
352,Skirt,Clothing,90,M,Teal
353,Jeans,Clothing,71,XL,Yellow
354,Sneakers,Footwear,64,L,Yellow
355,Jewelry,Accessories,76,S,Olive
356,Jewelry,Accessories,42,XL,Magenta
357,Pants,Clothing,80,L,Black
358,Belt,Accessories,56,M,Olive
359,Hat,Accessories,25,XL,Magenta
360,Sneakers,Footwear,74,M,Olive
361,Pants,Clothing,30,M,Teal
362,T-shirt,Clothing,96,M,White
363,Sneakers,Footwear,64,M,Charcoal
364,Shorts,Clothing,88,L,Yellow
365,Shoes,Footwear,88,L,Charcoal
366,Gloves,Accessories,88,XL,Gray
367,Socks,Clothing,36,M,Turquoise
368,Dress,Clothing,40,XL,Cyan
369,Handbag,Accessories,39,M,Charcoal
370,Belt,Accessories,40,M,Silver
371,Scarf,Accessories,34,M,Olive
372,Sneakers,Footwear,83,S,Pink
373,Sweater,Clothing,85,L,Orange
374,Coat,Outerwear,27,L,White
375,Jewelry,Accessories,78,S,Purple
376,Sunglasses,Accessories,32,M,Olive
377,Shoes,Footwear,51,S,Gray
378,Scarf,Accessories,32,M,Silver
379,Dress,Clothing,62,L,Orange
380,T-shirt,Clothing,29,S,Magenta
381,Backpack,Accessories,69,XL,Beige
382,Jewelry,Accessories,25,L,Lavender
383,Jeans,Clothing,76,M,Peach
384,Sunglasses,Accessories,77,S,Magenta
385,Sweater,Clothing,33,M,Beige
386,Shorts,Clothing,93,S,Yellow
387,Jewelry,Accessories,39,L,Brown
388,Coat,Outerwear,93,L,Silver
389,Handbag,Accessories,82,M,Orange
390,Boots,Footwear,42,L,Purple
391,Gloves,Accessories,71,M,Indigo
392,Sweater,Clothing,86,L,Gray
393,T-shirt,Clothing,82,XL,Black
394,Shoes,Footwear,65,L,Maroon
395,Scarf,Accessories,29,M,Beige
396,Sneakers,Footwear,65,L,Brown
397,Dress,Clothing,88,S,Black
398,Belt,Accessories,46,M,Indigo
399,Boots,Footwear,67,S,Silver
400,Scarf,Accessories,35,L,Blue
401,Boots,Footwear,66,M,Green
402,T-shirt,Clothing,91,L,Orange
403,Backpack,Accessories,78,L,Cyan
404,Sneakers,Footwear,45,M,Orange
405,T-shirt,Clothing,93,M,Indigo
406,Jeans,Clothing,74,S,Silver
407,Gloves,Accessories,55,M,Peach
408,Hoodie,Clothing,76,XL,Teal
409,Sneakers,Footwear,66,L,White
410,Shorts,Clothing,51,M,Brown
411,Sweater,Clothing,26,L,Lavender
412,Jeans,Clothing,29,M,Indigo
413,Jacket,Outerwear,74,M,Yellow
414,Jewelry,Accessories,99,S,White
415,Backpack,Accessories,88,L,Violet
416,Coat,Outerwear,31,M,Lavender
417,Belt,Accessories,55,L,Olive
418,Sandals,Footwear,81,L,Beige
419,Sweater,Clothing,73,L,Purple
420,Shorts,Clothing,91,S,Teal
421,Socks,Clothing,54,S,Peach
422,Shirt,Clothing,40,M,Violet
423,Pants,Clothing,59,M,Purple
424,Scarf,Accessories,26,L,Teal
425,Sweater,Clothing,23,M,Gold
426,Jeans,Clothing,87,S,Teal
427,Pants,Clothing,71,M,Violet
428,Backpack,Accessories,91,L,Black
429,Coat,Outerwear,64,XL,Gold
430,Sandals,Footwear,94,M,Gold
431,Shirt,Clothing,40,M,Brown
432,Hat,Accessories,76,L,Cyan
433,Shirt,Clothing,86,S,Indigo
434,Skirt,Clothing,92,M,Orange
435,Shoes,Footwear,52,L,Pink
436,Coat,Outerwear,28,XL,Olive
437,Pants,Clothing,46,L,Cyan
438,Jewelry,Accessories,50,M,Peach
439,Belt,Accessories,23,M,Turquoise
440,Jacket,Outerwear,50,M,Turquoise
441,Shirt,Clothing,89,XL,Maroon
442,Hoodie,Clothing,81,M,Maroon
443,Sunglasses,Accessories,69,M,Olive
444,Sunglasses,Accessories,67,M,Magenta
445,Dress,Clothing,20,M,Red
446,Boots,Footwear,29,M,Olive
447,Shirt,Clothing,74,M,Silver
448,Shorts,Clothing,82,S,Turquoise
449,Gloves,Accessories,23,M,Yellow
450,Jewelry,Accessories,45,L,Peach
451,Boots,Footwear,21,L,Beige
452,Jewelry,Accessories,31,M,Pink
453,Pants,Clothing,45,M,Violet
454,Jewelry,Accessories,56,XL,Peach
455,Jacket,Outerwear,97,S,Gold
456,Blouse,Clothing,100,XL,Gold
457,Blouse,Clothing,96,S,Indigo
458,Gloves,Accessories,99,M,Blue
459,Shorts,Clothing,91,L,Black
460,Hat,Accessories,30,L,Black
461,Shoes,Footwear,65,L,Teal
462,Boots,Footwear,93,M,Yellow
463,Jacket,Outerwear,81,M,White
464,Jewelry,Accessories,81,S,Orange
465,Sunglasses,Accessories,52,M,Silver
466,Skirt,Clothing,88,M,Pink
467,Jeans,Clothing,24,L,Turquoise
468,Backpack,Accessories,51,S,Orange
469,Backpack,Accessories,38,S,Peach
470,Shorts,Clothing,46,L,Pink
471,Dress,Clothing,63,L,Teal
472,Scarf,Accessories,72,XL,White
473,Jeans,Clothing,39,L,Gray
474,Coat,Outerwear,42,L,Olive
475,Sweater,Clothing,76,XL,Maroon
476,Sneakers,Footwear,66,L,Magenta
477,Scarf,Accessories,90,M,Magenta
478,Sweater,Clothing,56,M,Green
479,Jewelry,Accessories,43,XL,Turquoise
480,Handbag,Accessories,84,L,Yellow
481,Hoodie,Clothing,88,M,Gray
482,Hat,Accessories,88,L,Peach
483,Belt,Accessories,42,M,Yellow
484,Hoodie,Clothing,73,M,White
485,Hat,Accessories,73,L,Lavender
486,Shoes,Footwear,44,S,Blue
487,Sandals,Footwear,63,M,Charcoal
488,Jacket,Outerwear,68,L,Red
489,Sweater,Clothing,29,L,Olive
490,Socks,Clothing,85,M,Green
491,Sneakers,Footwear,42,M,Silver
492,Coat,Outerwear,69,M,Silver
493,Shirt,Clothing,62,M,Black
494,Backpack,Accessories,48,XL,Red
495,Boots,Footwear,68,M,Indigo
496,Handbag,Accessories,36,XL,Cyan
497,Dress,Clothing,63,S,Maroon
498,Sneakers,Footwear,39,S,Silver
499,Boots,Footwear,78,M,Lavender
500,Shoes,Footwear,99,L,Silver
501,T-shirt,Clothing,31,L,Purple
502,Boots,Footwear,45,M,Cyan
503,Pants,Clothing,30,S,Cyan
504,Shoes,Footwear,24,M,Lavender
505,Shoes,Footwear,22,M,Maroon
506,T-shirt,Clothing,63,L,Gray
507,Scarf,Accessories,40,M,Olive
508,Shorts,Clothing,20,M,Magenta
509,Jewelry,Accessories,20,S,Yellow
510,T-shirt,Clothing,80,L,Cyan
511,Shirt,Clothing,87,M,Teal
512,Shirt,Clothing,46,L,Yellow
513,Gloves,Accessories,49,L,Peach
514,Scarf,Accessories,65,M,Peach
515,Skirt,Clothing,62,S,Olive
516,Hat,Accessories,67,L,Charcoal
517,Hoodie,Clothing,41,L,Indigo
518,Boots,Footwear,49,L,Silver
519,Blouse,Clothing,100,M,Beige
520,Belt,Accessories,54,L,Blue
521,Sunglasses,Accessories,84,M,White
522,Shorts,Clothing,41,L,Gold
523,Gloves,Accessories,88,M,Blue
524,Sandals,Footwear,40,M,Orange
525,Shirt,Clothing,39,M,Gold
526,Coat,Outerwear,37,M,Cyan
527,Pants,Clothing,52,S,Red
528,T-shirt,Clothing,23,L,Yellow
529,Sneakers,Footwear,88,S,Beige
530,Shorts,Clothing,84,M,Orange
531,Coat,Outerwear,37,XL,Magenta
532,Sandals,Footwear,51,L,Purple
533,Pants,Clothing,76,L,Black
534,Sandals,Footwear,60,L,Pink
535,Gloves,Accessories,72,L,Pink
536,T-shirt,Clothing,45,L,Maroon
537,Jacket,Outerwear,84,S,Maroon
538,Blouse,Clothing,49,S,Turquoise
539,Socks,Clothing,22,XL,Green
540,Coat,Outerwear,48,M,Violet
541,Dress,Clothing,37,M,Lavender
542,Jacket,Outerwear,27,L,Gray
543,Boots,Footwear,79,XL,Teal
544,Skirt,Clothing,98,S,Red
545,Sandals,Footwear,64,S,Yellow
546,Coat,Outerwear,32,L,Magenta
547,Hoodie,Clothing,74,M,Brown
548,Jacket,Outerwear,50,M,Blue
549,Backpack,Accessories,64,M,Black
550,Backpack,Accessories,29,S,Olive
551,Belt,Accessories,62,M,Olive
552,Coat,Outerwear,78,XL,Green
553,T-shirt,Clothing,94,M,Peach
554,Sunglasses,Accessories,59,M,White
555,Sneakers,Footwear,47,M,Red
556,Gloves,Accessories,57,M,White
557,Coat,Outerwear,90,L,Indigo
558,Shirt,Clothing,60,M,White
559,Sneakers,Footwear,77,L,Teal
560,Scarf,Accessories,41,M,Indigo
561,Jewelry,Accessories,48,L,Red
562,Jacket,Outerwear,65,M,Blue
563,Jeans,Clothing,62,M,Blue
564,Shoes,Footwear,99,M,Black
565,Hoodie,Clothing,58,M,Olive
566,Backpack,Accessories,43,L,Lavender
567,Sneakers,Footwear,93,M,Indigo
568,Blouse,Clothing,50,S,Red
569,Pants,Clothing,88,L,Red
570,Skirt,Clothing,33,M,Pink
571,T-shirt,Clothing,99,XL,Purple
572,Jacket,Outerwear,76,XL,Cyan
573,Scarf,Accessories,97,XL,Cyan
574,Pants,Clothing,68,M,Charcoal
575,Sneakers,Footwear,79,L,Red
576,Jeans,Clothing,86,M,Peach
577,Hat,Accessories,68,M,Black
578,Skirt,Clothing,52,M,Black
579,Sandals,Footwear,90,M,Purple
580,Sandals,Footwear,41,M,Violet
581,Sweater,Clothing,80,M,Orange
582,Sweater,Clothing,100,XL,Charcoal
583,Jacket,Outerwear,77,L,Turquoise
584,Shorts,Clothing,78,L,Yellow
585,Socks,Clothing,94,M,White
586,Socks,Clothing,23,M,Gray
587,Hoodie,Clothing,20,S,Blue
588,Socks,Clothing,86,S,Maroon
589,Boots,Footwear,60,M,Violet
590,Shirt,Clothing,70,M,Orange
591,Belt,Accessories,39,S,Turquoise
592,Backpack,Accessories,37,L,Olive
593,Boots,Footwear,29,M,Brown
594,Coat,Outerwear,35,S,Green
595,Hoodie,Clothing,83,S,Brown
596,Shoes,Footwear,77,M,Silver
597,Shoes,Footwear,37,XL,White
598,Jewelry,Accessories,69,L,Gold
599,Dress,Clothing,66,L,Green
600,Boots,Footwear,26,L,Teal
601,Hat,Accessories,63,M,Charcoal
602,Backpack,Accessories,38,M,Maroon
603,Shoes,Footwear,58,L,Lavender
604,Handbag,Accessories,46,L,Green
605,Sunglasses,Accessories,92,S,Pink
606,Hat,Accessories,32,XL,Charcoal
607,Scarf,Accessories,90,M,Blue
608,Hoodie,Clothing,23,L,Purple
609,Backpack,Accessories,25,S,Gold
610,Sweater,Clothing,54,L,Purple
611,Shorts,Clothing,72,M,Charcoal
612,Scarf,Accessories,33,M,Black
613,Hat,Accessories,43,L,Lavender
614,Coat,Outerwear,51,L,Lavender
615,Jewelry,Accessories,85,M,Lavender
616,Sandals,Footwear,100,L,Olive
617,Gloves,Accessories,72,L,Teal
618,Backpack,Accessories,57,M,Maroon
619,Jacket,Outerwear,94,L,Cyan
620,Backpack,Accessories,34,M,Charcoal
621,Backpack,Accessories,89,M,Black
622,Sunglasses,Accessories,27,S,Red
623,Socks,Clothing,63,S,Peach
624,Shoes,Footwear,70,M,White
625,Pants,Clothing,87,XL,Pink
626,Jewelry,Accessories,79,M,Red
627,Sunglasses,Accessories,79,M,Indigo
628,Sandals,Footwear,44,L,Black
629,Sweater,Clothing,85,M,White
630,Shoes,Footwear,90,L,Beige
631,Jewelry,Accessories,94,S,Silver
632,Boots,Footwear,68,S,Violet
633,Backpack,Accessories,51,M,Red
634,Sandals,Footwear,33,M,Orange
635,Sneakers,Footwear,60,M,Teal
636,Hoodie,Clothing,59,M,Brown
637,Handbag,Accessories,30,M,Indigo
638,Sweater,Clothing,20,M,Cyan
639,Sandals,Footwear,20,S,Blue
640,Dress,Clothing,24,L,Olive
641,Skirt,Clothing,88,M,Gray
642,Blouse,Clothing,78,M,Red
643,Skirt,Clothing,25,L,Red
644,Sweater,Clothing,57,XL,Green
645,Backpack,Accessories,93,S,Blue
646,Hoodie,Clothing,42,S,Purple
647,Boots,Footwear,54,XL,Pink
648,Blouse,Clothing,70,XL,Charcoal
649,Hoodie,Clothing,31,M,Brown
650,Pants,Clothing,93,L,Orange
651,Gloves,Accessories,40,M,Magenta
652,Hat,Accessories,32,L,Yellow
653,Sunglasses,Accessories,27,M,Beige
654,Scarf,Accessories,68,M,Olive
655,Handbag,Accessories,59,L,Gray
656,Handbag,Accessories,36,S,Purple
657,Jeans,Clothing,23,M,Beige
658,Jacket,Outerwear,80,M,White
659,Backpack,Accessories,37,S,White
660,Shorts,Clothing,52,S,Gold
661,Coat,Outerwear,79,M,Olive
662,Shirt,Clothing,68,XL,Green
663,Gloves,Accessories,98,L,Magenta
664,Dress,Clothing,83,M,Charcoal
665,Pants,Clothing,83,M,Indigo
666,Pants,Clothing,55,M,Peach
667,Hoodie,Clothing,26,L,Turquoise
668,Sunglasses,Accessories,76,S,Blue
669,T-shirt,Clothing,85,S,Turquoise
670,Jacket,Outerwear,89,M,Gray
671,Sweater,Clothing,41,XL,Purple
672,Jacket,Outerwear,30,L,Black
673,Socks,Clothing,53,M,Peach
674,Shirt,Clothing,66,M,Indigo
675,Jewelry,Accessories,33,XL,Beige
676,Sunglasses,Accessories,86,M,Yellow
677,Pants,Clothing,60,M,Peach
678,Socks,Clothing,62,S,Turquoise
679,Blouse,Clothing,74,M,Teal
680,Sandals,Footwear,95,M,Turquoise
681,Sneakers,Footwear,25,M,Magenta
682,Shirt,Clothing,59,XL,Purple
683,Jacket,Outerwear,29,M,Brown
684,Sandals,Footwear,36,S,Violet
